Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
139613	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	370	437	5e-33	 126
139613	gi|240129575|NR1	100.00	68	0	0	1	68	406	473	5e-33	 126
145529	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	1760	1690	1e-34	 132
160733	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2363	2293	6e-33	 126
160733	gi|240129575|NR1	98.59	71	1	0	1	71	2078	2008	6e-33	 126
164141	gi|355398356|NR2-2/2HbN	100.00	72	0	0	1	72	1844	1773	3e-35	 134
164481	gi|32130540|psbO	100.00	72	0	0	1	72	768	839	3e-35	 134
222635	gi|14456617|Na-ATPase	97.37	76	2	0	1	76	2394	2469	5e-34	 130
254137	gi|32130540|psbO	97.50	80	0	2	1	78	1013	1092	1e-35	 135
262020	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
262020	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
316423	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
316423	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
334799	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	521	436	7e-43	 159
334799	gi|240129575|NR1	100.00	86	0	0	1	86	557	472	7e-43	 159
378989	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	502	593	7e-43	 159
378989	gi|240129575|NR1	97.83	92	2	0	1	92	538	629	7e-43	 159
437585	gi|355398356|NR2-2/2HbN	99.01	101	1	0	1	101	1961	1861	2e-49	 182
447010	gi|355398356|NR2-2/2HbN	95.15	103	5	0	1	103	2293	2395	6e-44	 163
447010	gi|240129575|NR1	95.15	103	5	0	1	103	2008	2110	6e-44	 163
485923	gi|355398356|NR2-2/2HbN	100.00	111	0	0	1	111	707	597	1e-56	 206
485923	gi|240129575|NR1	100.00	111	0	0	1	111	743	633	1e-56	 206
487029	gi|32130540|psbO	100.00	111	0	0	1	111	790	680	1e-56	 206
493105	gi|355398356|NR2-2/2HbN	98.23	113	2	0	1	113	2067	1955	2e-54	 198
493105	gi|240129575|NR1	98.23	113	2	0	1	113	1782	1670	2e-54	 198
493127	gi|355398356|NR2-2/2HbN	100.00	113	0	0	1	113	910	1022	9e-58	 209
493127	gi|240129575|NR1	100.00	113	0	0	1	113	946	1058	9e-58	 209
535371	gi|355398356|NR2-2/2HbN	99.20	125	1	0	1	125	808	932	1e-62	 226
535371	gi|240129575|NR1	99.20	125	1	0	1	125	844	968	1e-62	 226
552284	gi|355398356|NR2-2/2HbN	97.66	128	3	0	4	131	136	263	5e-61	 220
552284	gi|240129575|NR1	97.66	128	3	0	4	131	172	299	5e-61	 220
575850	gi|603053|psbA	100.00	141	0	0	1	141	632	772	3e-73	 261
586926	gi|355398356|NR2-2/2HbN	93.84	146	9	0	1	146	1508	1363	6e-61	 220
586926	gi|240129575|NR1	93.84	146	9	0	1	146	1544	1399	6e-61	 220
598934	gi|14456617|Na-ATPase	92.11	152	12	0	1	152	3610	3761	3e-59	 215
599809	gi|355398356|NR2-2/2HbN	100.00	149	0	0	4	152	389	241	1e-77	 276
599809	gi|240129575|NR1	100.00	149	0	0	4	152	425	277	1e-77	 276
614951	gi|14456617|Na-ATPase	82.61	161	28	0	1	161	3826	3986	1e-37	 143
623845	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	2149	2315	1e-87	 309
623845	gi|240129575|NR1	100.00	167	0	0	1	167	1864	2030	1e-87	 309
645595	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
645595	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
656746	gi|32130540|psbO	99.49	195	0	1	1	194	841	1035	7e-101	 353
660350	gi|355398356|NR2-2/2HbN	99.49	197	1	0	1	197	1583	1387	2e-102	 359
660350	gi|240129575|NR1	99.49	197	1	0	1	197	1619	1423	2e-102	 359
678231	gi|14456617|Na-ATPase	80.91	220	38	4	1	218	2231	2014	9e-46	 171
684735	gi|355398356|NR2-2/2HbN	96.04	227	9	0	1	227	1712	1486	8e-106	 370
684735	gi|240129575|NR1	92.11	114	9	0	114	227	1635	1522	5e-43	 161
691334	gi|355398356|NR2-2/2HbN	99.58	237	1	0	1	237	1236	1000	1e-124	 433
691334	gi|240129575|NR1	99.58	237	1	0	1	237	1272	1036	1e-124	 433
698418	gi|32130540|psbO	99.39	165	1	0	85	249	1	165	1e-84	 300
702292	gi|14456617|Na-ATPase	99.19	123	1	0	134	256	1	123	3e-61	 222
712438	gi|355398356|NR2-2/2HbN	100.00	278	0	0	1	278	2401	2678	5e-149	 514
712438	gi|240129575|NR1	100.00	278	0	0	1	278	2116	2393	5e-149	 514
745603	gi|14456617|Na-ATPase	99.74	387	1	0	1	387	2231	1845	0.0	 710
764647	gi|14456617|Na-ATPase	99.00	499	2	3	1	498	598	102	0.0	 891
769817	gi|14456617|Na-ATPase	99.63	540	1	1	1	540	2209	2747	0.0	 985
772157	gi|32130540|psbO	99.11	559	5	0	1	559	702	144	0.0	1005
776589	gi|603053|psbA	99.61	509	2	0	1	509	750	1258	0.0	 929
779733	gi|603053|psbA	100.00	636	0	0	1	636	654	19	0.0	1175
804728	gi|146739105|prk	99.71	1041	3	0	1	1041	180	1220	0.0	1906
807010	gi|14456617|Na-ATPase	99.07	1292	12	0	1	1292	1867	576	0.0	2320
809112	gi|14456617|Na-ATPase	99.21	1269	10	0	156	1424	3993	2725	0.0	2289
File: SOAP_norm.txt 
28782	gi|355398356|NR2-2/2HbN	100.00	35	0	0	1	35	2389	2423	5e-15	65.8
28782	gi|240129575|NR1	100.00	35	0	0	1	35	2104	2138	5e-15	65.8
36840	gi|355398356|NR2-2/2HbN	100.00	38	0	0	1	38	400	437	1e-16	71.3
36840	gi|240129575|NR1	100.00	38	0	0	1	38	436	473	1e-16	71.3
40399	gi|355398356|NR2-2/2HbN	100.00	40	0	0	1	40	619	580	1e-17	75.0
40399	gi|240129575|NR1	100.00	40	0	0	1	40	655	616	1e-17	75.0
40757	gi|355398356|NR2-2/2HbN	100.00	40	0	0	1	40	2084	2045	1e-17	75.0
40757	gi|240129575|NR1	100.00	40	0	0	1	40	1799	1760	1e-17	75.0
49795	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	851	808	7e-20	82.4
49795	gi|240129575|NR1	100.00	44	0	0	1	44	887	844	7e-20	82.4
50567	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	521	478	7e-20	82.4
50567	gi|240129575|NR1	100.00	44	0	0	1	44	557	514	7e-20	82.4
51355	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	415	458	7e-20	82.4
51355	gi|240129575|NR1	100.00	44	0	0	1	44	451	494	7e-20	82.4
53021	gi|355398356|NR2-2/2HbN	100.00	45	0	0	1	45	774	730	2e-20	84.2
53021	gi|240129575|NR1	100.00	45	0	0	1	45	810	766	2e-20	84.2
67992	gi|355398356|NR2-2/2HbN	100.00	47	0	0	1	47	454	500	2e-21	87.9
67992	gi|240129575|NR1	100.00	47	0	0	1	47	490	536	2e-21	87.9
71144	gi|355398356|NR2-2/2HbN	100.00	49	0	0	1	49	645	597	1e-22	91.6
71144	gi|240129575|NR1	100.00	49	0	0	1	49	681	633	1e-22	91.6
82072	gi|355398356|NR2-2/2HbN	100.00	56	0	0	1	56	1745	1690	2e-26	 104
87884	gi|14456617|Na-ATPase	100.00	59	0	0	1	59	2678	2620	4e-28	 110
91182	gi|355398356|NR2-2/2HbN	96.67	60	2	0	1	60	1984	2043	3e-25	 100
91182	gi|240129575|NR1	96.67	60	2	0	1	60	1699	1758	3e-25	 100
92532	gi|355398356|NR2-2/2HbN	98.39	62	1	0	1	62	476	415	5e-28	 110
92532	gi|240129575|NR1	98.39	62	1	0	1	62	512	451	5e-28	 110
98194	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	2512	2447	7e-32	 122
98628	gi|355398356|NR2-2/2HbN	100.00	67	0	0	1	67	1258	1324	2e-32	 124
98628	gi|240129575|NR1	100.00	67	0	0	1	67	1294	1360	2e-32	 124
100142	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	685	752	2e-31	 121
100142	gi|240129575|NR1	98.53	68	1	0	1	68	721	788	2e-31	 121
100632	gi|355398356|NR2-2/2HbN	100.00	68	0	0	1	68	190	257	5e-33	 126
100632	gi|240129575|NR1	100.00	68	0	0	1	68	226	293	5e-33	 126
100778	gi|355398356|NR2-2/2HbN	97.06	68	2	0	1	68	2006	1939	1e-29	 115
100778	gi|240129575|NR1	97.06	68	2	0	1	68	1721	1654	1e-29	 115
120284	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	2363	2293	1e-34	 132
120284	gi|240129575|NR1	100.00	71	0	0	1	71	2078	2008	1e-34	 132
120548	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2341	2411	6e-33	 126
120548	gi|240129575|NR1	98.59	71	1	0	1	71	2056	2126	6e-33	 126
146516	gi|14456617|Na-ATPase	97.26	73	2	0	1	73	2397	2469	2e-32	 124
171316	gi|355398356|NR2-2/2HbN	100.00	75	0	0	1	75	1993	2067	7e-37	 139
171316	gi|240129575|NR1	100.00	75	0	0	1	75	1708	1782	7e-37	 139
219506	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
219506	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
269523	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	2145	2062	8e-42	 156
269523	gi|240129575|NR1	100.00	84	0	0	1	84	1860	1777	8e-42	 156
274275	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
274275	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
276203	gi|355398356|NR2-2/2HbN	100.00	83	0	0	3	85	705	623	3e-41	 154
276203	gi|240129575|NR1	100.00	83	0	0	3	85	741	659	3e-41	 154
284975	gi|355398356|NR2-2/2HbN	94.19	86	5	0	1	86	1613	1528	1e-34	 132
286337	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	389	304	7e-43	 159
286337	gi|240129575|NR1	100.00	86	0	0	1	86	425	340	7e-43	 159
288066	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	241	326	7e-43	 159
288066	gi|240129575|NR1	100.00	86	0	0	1	86	277	362	7e-43	 159
338758	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	1363	1454	7e-43	 159
338758	gi|240129575|NR1	97.83	92	2	0	1	92	1399	1490	7e-43	 159
392966	gi|355398356|NR2-2/2HbN	100.00	101	0	0	1	101	602	502	4e-51	 187
392966	gi|240129575|NR1	100.00	101	0	0	1	101	638	538	4e-51	 187
439646	gi|355398356|NR2-2/2HbN	99.10	111	1	0	1	111	2401	2511	5e-55	 200
439646	gi|240129575|NR1	99.10	111	1	0	1	111	2116	2226	5e-55	 200
475869	gi|14456617|Na-ATPase	100.00	121	0	0	1	121	1909	2029	3e-62	 224
479459	gi|355398356|NR2-2/2HbN	100.00	122	0	0	1	122	1712	1591	1e-62	 226
546069	gi|14456617|Na-ATPase	92.00	150	12	0	1	150	3612	3761	3e-58	 211
548439	gi|240129575|NR1	99.04	104	1	0	1	104	104	1	6e-51	 187
548439	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	68	1	6e-31	 121
549483	gi|355398356|NR2-2/2HbN	99.34	152	1	0	1	152	1432	1583	1e-77	 276
549483	gi|240129575|NR1	99.34	152	1	0	1	152	1468	1619	1e-77	 276
552110	gi|14456617|Na-ATPase	100.00	153	0	0	1	153	2490	2642	7e-80	 283
573370	gi|355398356|NR2-2/2HbN	100.00	165	0	0	3	167	48	212	2e-86	 305
573370	gi|240129575|NR1	100.00	165	0	0	3	167	84	248	2e-86	 305
573402	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	847	1013	1e-87	 309
573402	gi|240129575|NR1	100.00	167	0	0	1	167	883	1049	1e-87	 309
582706	gi|355398356|NR2-2/2HbN	100.00	173	0	0	1	173	2315	2143	6e-91	 320
582706	gi|240129575|NR1	100.00	173	0	0	1	173	2030	1858	6e-91	 320
592780	gi|355398356|NR2-2/2HbN	100.00	182	0	0	1	182	2497	2678	7e-96	 337
592780	gi|240129575|NR1	100.00	182	0	0	1	182	2212	2393	7e-96	 337
594296	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
594296	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_cleaned.txt 
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_cleaned_rsem.txt 
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
